DATE(UTC), TIME(UTC), BMPTEMP(C), BMPP(hPa), BMPALT(M), DHTT(C), DHTH(%)
23/04/2015,19:19:46,28.8,167,12842.94194,-40,99.90000153
23/04/2015,19:20:00,28.7,172,12693.49033,-40,99.90000153
23/04/2015,19:20:21,28.7,178,12457.66076,-40,99.90000153
23/04/2015,19:20:27,28.7,180,12394.55273,-40,99.90000153
23/04/2015,19:20:53,28.6,189,12122.61117,-40,99.90000153
23/04/2015,19:20:59,28.6,190,12066.4177,-40,99.90000153
23/04/2015,19:21:18,28.5,197,11869.18889,-40,99.90000153
23/04/2015,19:21:26,28.5,199,11782.21391,-40,99.90000153
23/04/2015,19:21:42,28.4,205,11608.44541,-40,99.90000153
23/04/2015,19:21:48,28.4,207,11550.78374,-40,99.90000153
23/04/2015,19:22:04,28.3,213,11380.6352,-40,99.90000153
23/04/2015,19:22:12,28.3,216,11293.45195,-40,99.90000153
23/04/2015,19:22:28,28.2,221,11125.09708,-40,99.90000153
23/04/2015,19:22:36,28.2,224,11042.68599,-40,99.90000153
23/04/2015,19:23:15,28,239,10642.59631,-40,99.90000153
23/04/2015,19:23:20,28,241,10586.8335,-40,99.90000153
23/04/2015,19:23:37,27.9,247,10419.77426,-40,99.90000153
23/04/2015,19:23:42,27.9,250,10363.47907,-40,99.90000153
23/04/2015,19:23:58,27.8,256,10208.5895,-40,99.90000153
23/04/2015,19:24:04,27.8,258,10155.77062,-40,99.90000153
23/04/2015,19:24:20,27.7,264,10007.76852,-40,99.90000153
23/04/2015,19:24:31,27.7,268,9908.226895,-40,99.90000153
23/04/2015,19:24:47,27.6,274,9756.256776,-40,99.90000153
23/04/2015,19:24:55,27.6,277,9684.176176,-40,99.90000153
23/04/2015,19:25:19,27.4,286,9468.902774,-40,99.90000153
23/04/2015,19:25:25,27.4,288,9417.452904,-40,99.90000153
23/04/2015,19:25:41,27.3,294,9282.185686,-40,99.90000153
23/04/2015,19:25:47,27.3,297,9231.437922,-40,99.90000153
23/04/2015,19:26:05,27.1,304,9070.889089,-40,99.90000153
23/04/2015,19:26:24,27,311,8906.03791,-40,99.90000153
23/04/2015,19:26:41,26.9,318,8764.13139,-40,99.90000153
23/04/2015,19:26:47,26.8,320,8716.655525,-40,99.90000153
23/04/2015,19:27:03,26.7,327,8582.266296,-40,99.90000153
23/04/2015,19:27:08,26.7,329,8535.185663,-40,99.90000153
23/04/2015,19:27:33,26.5,339,8336.714697,-40,99.90000153
23/04/2015,19:27:38,26.4,341,8292.387679,-39.90000153,99.90000153
23/04/2015,19:27:55,26.3,348,8154.451301,-39.5,99.90000153
23/04/2015,19:28:01,26.2,350,8112.244167,-38.40000153,99.90000153
23/04/2015,19:28:17,26.1,356,7988.220379,-38.09999847,99.90000153
23/04/2015,19:28:23,26,358,7947.405063,-36.59999847,99.90000153
23/04/2015,19:28:44,25.8,367,7788.714159,-36.29999924,99.90000153
23/04/2015,19:28:50,25.8,369,7748.835916,-35.29999924,99.90000153
23/04/2015,19:29:06,25.7,375,7630.670325,-35,99.90000153
23/04/2015,19:29:11,25.6,377,7590.404836,-33.59999847,99.90000153
23/04/2015,19:29:54,25.2,394,7283.780966,-31,99.90000153
23/04/2015,19:30:02,25.1,397,7225.54411,-30.5,99.90000153
23/04/2015,19:30:23,25,406,7067.93434,-30.39999962,99.90000153
23/04/2015,19:30:29,24.9,409,7024.807288,-29.20000076,99.90000153
23/04/2015,19:30:45,24.8,416,6908.830122,-29,99.90000153
23/04/2015,19:30:51,24.7,418,6867.668273,-27.89999962,99.90000153
23/04/2015,19:31:07,24.6,425,6743.979773,-27.70000076,99.90000153
23/04/2015,19:31:13,24.5,428,6702.574961,-26.5,99.90000153
23/04/2015,19:31:29,24.4,435,6579.180438,-26.20000076,99.90000153
23/04/2015,19:31:34,24.3,438,6536.895522,-25.20000076,99.90000153
23/04/2015,19:31:59,24.1,449,6357.182368,-24.89999962,99.90000153
23/04/2015,19:32:04,24.1,451,6315.455999,-23.20000076,31
23/04/2015,19:32:24,23.9,460,6169.825387,-23.10000038,31.60000038
23/04/2015,19:32:29,23.8,463,6128.177295,-22.10000038,34.5
23/04/2015,19:32:46,23.7,471,6009.329282,-22,35.20000076
23/04/2015,19:33:05,23.5,480,5870.975556,-20.89999962,35.59999847
23/04/2015,19:33:21,23.4,488,5751.685897,-18.89999962,36.79999924
23/04/2015,19:33:29,23.3,492,5692.176564,-18.89999962,36.70000076
23/04/2015,19:33:46,23.2,499,5575.642085,-18.5,36.90000153
23/04/2015,19:33:53,23.1,503,5528.562325,-17.5,38.20000076
23/04/2015,19:34:17,22.9,514,5365.669425,-17.20000076,39
23/04/2015,19:34:23,22.9,516,5330.994404,-15.5,40.29999924
23/04/2015,19:34:43,22.7,526,5196.84478,-15.39999962,40.20000076
23/04/2015,19:34:48,22.6,528,5161.10848,-14.30000019,40.59999847
23/04/2015,19:35:05,22.5,536,5059.045121,-13.19999981,40.40000153
23/04/2015,19:35:13,22.5,539,5011.207422,-13.19999981,40.29999924
23/04/2015,19:35:29,22.3,546,4915.993738,-12.80000019,40.29999924
23/04/2015,19:35:35,22.3,548,4883.514533,-12.10000038,39.59999847
23/04/2015,19:35:51,22.2,555,4789.055561,-11.89999962,39.5
23/04/2015,19:35:57,22.1,558,4755.937194,-11.30000019,40.90000153
23/04/2015,19:36:35,21.9,574,4535.646584,-10,50.59999847
23/04/2015,19:36:45,21.8,579,4470.638441,-10,52.09999847
23/04/2015,19:37:01,21.7,586,4378.304455,-9.899999619,55.09999847
23/04/2015,19:37:07,21.7,589,4343.766816,-9.300000191,63.70000076
23/04/2015,19:37:23,21.6,596,4253.177038,-9.199999809,66.40000153
23/04/2015,19:37:29,21.6,598,4219.859407,-8.5,73.90000153
23/04/2015,19:37:45,21.5,606,4129.690124,-8.399999619,76.59999847
23/04/2015,19:37:51,21.5,608,4097.056413,-7.800000191,83.80000305
23/04/2015,19:38:07,21.4,616,4004.183661,-7.800000191,85.59999847
23/04/2015,19:38:13,21.3,618,3973.717012,-7.5,88.5
23/04/2015,19:38:37,21.2,629,3842.772435,-6.400000095,88.5
23/04/2015,19:38:45,21.2,633,3796.474921,-6.300000191,88.5
23/04/2015,19:39:02,21.1,640,3702.377027,-5.5,86.30000305
23/04/2015,19:39:10,21,644,3652.7923,-5.300000191,86
23/04/2015,19:39:26,21,652,3559.497735,-4.199999809,82.09999847
23/04/2015,19:39:50,20.9,664,3414.267235,-4.099999905,82.40000153
23/04/2015,19:40:07,20.8,673,3312.470663,-3.299999952,82.80000305
23/04/2015,19:40:13,20.8,677,3274.08207,-2.599999905,82.80000305
23/04/2015,19:40:29,20.7,685,3180.487326,-2.299999952,83.80000305
23/04/2015,19:40:35,20.7,687,3148.995746,-1.700000048,84.40000153
23/04/2015,19:40:59,20.6,700,3006.2917,-1.5,84.40000153
23/04/2015,19:41:05,20.6,703,2971.108969,-0.5,85.40000153
23/04/2015,19:41:21,20.6,712,2868.641877,-0.300000012,85.69999695
23/04/2015,19:41:27,20.6,715,2839.578264,0.200000003,78.5
23/04/2015,19:41:43,20.6,723,2752.575246,0.400000006,74.90000153
23/04/2015,19:41:49,20.5,726,2718.730954,1.299999952,64.69999695
23/04/2015,19:42:10,20.5,737,2599.251088,1.299999952,64
23/04/2015,19:42:16,20.5,740,2567.64857,1.799999952,67.09999847
23/04/2015,19:42:33,20.5,749,2468.877067,2.900000095,66
23/04/2015,19:42:44,20.4,754,2419.279411,3.099999905,65.59999847
23/04/2015,19:43:24,20.4,771,2238.177038,3.200000048,65.40000153
23/04/2015,19:43:30,20.4,773,2214.437698,4.800000191,61.40000153
23/04/2015,19:43:49,20.3,781,2136.057493,4.900000095,61.29999924
23/04/2015,19:43:54,20.3,783,2113.688665,5.599999905,60.40000153
23/04/2015,19:44:16,20.4,792,2028.574784,5.599999905,60.40000153
23/04/2015,19:44:21,20.3,794,2008.677359,6.099999905,59.79999924
23/04/2015,19:44:38,20.3,800,1946.299603,6.699999809,58.09999847
