DATE(UTC), TIME(UTC), BMPTEMP(C), BMPP(hPa), BMPALT(M), DHTT(C), DHTH(%)
23/04/2015,17:50:20,37.2,328,8545.326155,-32.09999847,99.90000153
23/04/2015,17:50:25,37.2,327,8566.474238,-32.09999847,99.90000153
23/04/2015,17:50:43,37.1,323,8651.393323,-32.70000076,99.90000153
23/04/2015,17:50:49,37.1,322,8687.329906,-33.79999924,99.90000153
23/04/2015,17:51:06,37,318,8767.745497,-33.90000153,99.90000153
23/04/2015,17:51:11,36.9,317,8787.757649,-34.59999847,99.90000153
23/04/2015,17:51:28,36.8,314,8855.171493,-34.40000153,99.90000153
23/04/2015,17:51:33,36.8,312,8880.35035,-36.79999924,99.90000153
23/04/2015,17:52:11,36.6,305,9053.705669,-35.90000153,99.90000153
23/04/2015,17:52:17,36.6,304,9075.300839,-36.59999847,99.90000153
23/04/2015,17:52:33,36.5,301,9142.650447,-36.20000076,99.90000153
23/04/2015,17:52:39,36.4,300,9165.371411,-37.40000153,99.90000153
23/04/2015,17:52:57,36.3,296,9251.924963,-37.40000153,99.90000153
23/04/2015,17:53:03,36.3,294,9279.697406,-39.20000076,99.90000153
23/04/2015,17:53:19,36.2,291,9358.099334,-39.09999847,99.90000153
23/04/2015,17:53:25,36.2,290,9387.83708,-38.59999847,99.90000153
23/04/2015,17:53:41,36.1,286,9479.32431,-38.59999847,99.90000153
23/04/2015,17:53:47,36,284,9508.575366,-40,99.90000153
23/04/2015,17:54:12,35.9,278,9656.421575,-40,99.90000153
23/04/2015,17:54:18,35.9,277,9695.828059,-40,99.90000153
23/04/2015,17:54:34,35.8,273,9789.889697,-40,99.90000153
23/04/2015,17:54:40,35.7,271,9818.104487,-40,99.90000153
23/04/2015,17:54:56,35.6,268,9902.122337,-40,99.90000153
23/04/2015,17:55:15,35.5,265,9986.281792,-40,99.90000153
23/04/2015,17:55:31,35.4,262,10047.43441,-40,99.90000153
23/04/2015,17:55:39,35.3,261,10078.31034,-40,99.90000153
23/04/2015,17:55:55,35.2,258,10142.68289,-40,99.90000153
23/04/2015,17:56:01,35.2,257,10169.889,-40,99.90000153
23/04/2015,17:56:25,35,253,10272.99718,-40,99.90000153
23/04/2015,17:56:31,35,252,10295.0092,-40,99.90000153
23/04/2015,17:56:47,34.9,249,10374.08509,-40,99.90000153
23/04/2015,17:56:55,34.9,248,10403.90915,-40,99.90000153
23/04/2015,17:57:14,34.7,245,10482.50289,-40,99.90000153
23/04/2015,17:57:22,34.7,244,10519.06066,-40,99.90000153
23/04/2015,17:57:38,34.6,241,10589.49266,-40,99.90000153
23/04/2015,17:57:49,34.5,239,10637.24314,-40,99.90000153
23/04/2015,17:58:08,34.4,236,10718.73445,-40,99.90000153
23/04/2015,17:58:13,34.4,235,10754.50009,-40,99.80000305
23/04/2015,17:58:58,34.1,228,10946.3718,-40,99.90000153
23/04/2015,17:59:04,34,227,10967.26986,-40,99.90000153
23/04/2015,17:59:24,33.9,224,11058.4778,-40,99.90000153
23/04/2015,17:59:30,33.9,223,11081.94233,-40,99.90000153
23/04/2015,17:59:46,33.8,221,11148.47739,-40,99.90000153
23/04/2015,17:59:51,33.8,220,11167.91924,-40,99.90000153
23/04/2015,18:00:07,33.7,218,11232.0197,-40,99.90000153
23/04/2015,18:00:15,33.6,216,11269.92283,-40,99.90000153
23/04/2015,18:00:32,33.5,214,11346.28855,-40,99.90000153
23/04/2015,18:00:37,33.5,213,11373.28337,-40,99.90000153
23/04/2015,18:01:01,33.3,210,11464.94352,-40,99.69999695
23/04/2015,18:01:07,33.3,209,11485.49404,-40,99.90000153
23/04/2015,18:01:25,33.2,207,11542.9678,-40,99.90000153
23/04/2015,18:01:30,33.2,206,11564.63142,-40,99.90000153
23/04/2015,18:01:49,33.1,204,11638.80804,-40,99.90000153
23/04/2015,18:02:08,32.9,201,11715.55126,-40,99.90000153
23/04/2015,18:02:30,32.8,199,11794.9333,-40,99.90000153
23/04/2015,18:02:41,32.8,198,11836.96441,-40,99.90000153
23/04/2015,18:03:00,32.7,195,11906.27432,-40,99.90000153
23/04/2015,18:03:05,32.6,194,11933.10066,-40,99.90000153
23/04/2015,18:03:29,32.5,192,12026.30436,-40,99.90000153
23/04/2015,18:03:35,32.5,191,12043.60731,-40,99.90000153
23/04/2015,18:03:55,32.4,189,12118.39837,-40,99.90000153
23/04/2015,18:04:00,32.4,188,12138.51131,-40,99.90000153
23/04/2015,18:04:16,32.3,186,12204.08645,-40,99.90000153
23/04/2015,18:04:22,32.3,185,12230.01642,-40,99.90000153
23/04/2015,18:04:46,32.1,183,12320.64816,-40,99.90000153
23/04/2015,18:05:01,32.1,181,12387.16304,-40,99.90000153
23/04/2015,18:05:19,32,179,12455.62763,-40,99.90000153
23/04/2015,18:05:27,31.9,178,12487.88383,-40,99.90000153
23/04/2015,18:06:04,31.8,173,12635.9992,-40,99.90000153
23/04/2015,18:06:10,31.7,173,12656.50566,-40,99.90000153
23/04/2015,18:06:27,31.7,171,12720.47237,-40,99.90000153
23/04/2015,18:06:33,31.7,170,12741.21343,-40,99.90000153
23/04/2015,18:06:49,31.6,169,12797.39916,-40,99.90000153
23/04/2015,18:06:55,31.6,168,12814.80043,-40,99.90000153
23/04/2015,18:07:11,31.5,166,12876.92534,-40,99.90000153
23/04/2015,18:07:16,31.5,166,12897.03108,-40,99.90000153
23/04/2015,18:07:38,31.4,164,12972.91904,-40,99.90000153
23/04/2015,18:07:46,31.4,163,12999.11861,-40,99.90000153
23/04/2015,18:08:17,31.2,160,13108.18902,-40,99.90000153
23/04/2015,18:08:23,31.2,160,13127.82422,-40,99.90000153
23/04/2015,18:08:39,31.1,158,13181.81349,-40,99.90000153
23/04/2015,18:08:47,31.1,157,13205.77044,-40,99.90000153
23/04/2015,18:09:03,31,156,13259.20686,-40,99.90000153
23/04/2015,18:09:28,31,154,13337.04752,-40,99.90000153
23/04/2015,18:09:52,30.9,152,13415.72901,-40,99.90000153
23/04/2015,18:09:57,30.8,151,13433.8888,-39.90000153,99.90000153
23/04/2015,18:10:13,30.8,150,13485.1351,-40,99.90000153
23/04/2015,18:10:24,30.8,149,13523.02561,-40,99.90000153
23/04/2015,18:10:48,30.7,147,13596.63686,-40,99.90000153
23/04/2015,18:10:54,30.6,147,13612.08388,-39.59999847,99.90000153
23/04/2015,18:11:12,30.6,145,13672.60522,-39.79999924,99.90000153
23/04/2015,18:11:25,30.6,144,13710.28883,-40,99.90000153
23/04/2015,18:11:44,30.5,143,13773.26649,-40,99.90000153
23/04/2015,18:11:49,30.5,142,13791.94271,-39.70000076,99.90000153
23/04/2015,18:12:05,30.4,141,13849.49416,-39.40000153,99.90000153
23/04/2015,18:12:11,30.4,141,13870.01399,-39.59999847,99.90000153
23/04/2015,18:12:27,30.3,139,13930.27088,-39.70000076,99.90000153
23/04/2015,18:12:35,30.3,138,13959.75851,-39.70000076,99.90000153
23/04/2015,18:13:17,30.2,135,14117.55959,-39.5,99.90000153
23/04/2015,18:13:22,30.2,134,14145.69864,-39,99.90000153
23/04/2015,18:13:38,30.1,133,14207.91422,-38.79999924,99.90000153
23/04/2015,18:13:44,30.1,132,14228.63071,-38.5,99.90000153
23/04/2015,18:14:00,30.1,131,14288.96685,-38.40000153,99.90000153
23/04/2015,18:14:21,30,129,14368.75597,-38.70000076,99.90000153
23/04/2015,18:14:42,29.9,127,14441.88196,-38.59999847,99.90000153
23/04/2015,18:14:48,29.9,127,14461.51141,-38.70000076,99.90000153
23/04/2015,18:15:04,29.9,125,14522.08312,-38.90000153,99.90000153
23/04/2015,18:15:10,29.9,125,14536.51793,-37.5,99.90000153
23/04/2015,18:15:34,29.8,123,14620.10102,-37.20000076,99.90000153
23/04/2015,18:15:47,29.8,122,14665.9496,-36.70000076,99.90000153
23/04/2015,18:16:06,29.7,121,14728.7916,-37.09999847,99.90000153
23/04/2015,18:16:11,29.7,121,14741.33536,-37.70000076,99.90000153
23/04/2015,18:16:28,29.7,119,14798.29856,-37.5,99.90000153
23/04/2015,18:16:47,29.6,118,14859.98902,-37.79999924,99.90000153
23/04/2015,18:17:03,29.6,117,14919.37071,-38.40000153,99.90000153
23/04/2015,18:17:11,29.6,116,14948.05608,-37.90000153,99.90000153
23/04/2015,18:17:30,29.5,115,15017.3913,-38.59999847,99.90000153
23/04/2015,18:17:38,29.5,114,15047.94618,-38.5,99.90000153
23/04/2015,18:18:02,29.4,112,15145.85532,-38.59999847,99.90000153
23/04/2015,18:18:08,29.4,112,15165.60583,-38.20000076,99.90000153
23/04/2015,18:18:31,29.4,110,15259.70521,-38.20000076,99.90000153
23/04/2015,18:18:37,29.4,109,15287.33367,-37.5,99.90000153
23/04/2015,18:18:56,29.3,108,15354.10205,-37.20000076,99.90000153
23/04/2015,18:19:09,29.3,107,15407.17235,-37,99.90000153
23/04/2015,18:19:25,29.2,106,15467.37595,-37.09999847,99.90000153
23/04/2015,18:19:41,29.2,105,15534.9016,-37,99.90000153
23/04/2015,18:20:05,29.1,103,15626.87902,-37.70000076,99.90000153
23/04/2015,18:20:13,29.1,102,15656.57845,-37.09999847,99.90000153
23/04/2015,18:20:53,29,99,15814.14397,-37.09999847,99.90000153
23/04/2015,18:20:58,29,99,15832.12423,-36.29999924,99.90000153
23/04/2015,18:21:20,29,97,15914.46703,-36.09999847,99.90000153
23/04/2015,18:21:28,29,97,15937.15175,-36.29999924,99.90000153
23/04/2015,18:21:44,28.9,96,15997.8378,-36.70000076,99.90000153
23/04/2015,18:21:55,28.9,95,16039.91772,-36.90000153,99.90000153
23/04/2015,18:22:11,28.9,94,16098.14504,-36.59999847,99.90000153
23/04/2015,18:22:17,28.9,94,16120.32628,-36.09999847,99.90000153
23/04/2015,18:22:33,28.8,93,16176.96819,-35.90000153,99.90000153
23/04/2015,18:22:39,28.8,92,16194.22854,-36,99.90000153
23/04/2015,18:23:05,28.8,91,16288.22171,-36.09999847,99.90000153
23/04/2015,18:23:11,28.8,90,16314.5704,-36,99.90000153
23/04/2015,18:23:27,28.7,90,16369.36092,-35.59999847,99.90000153
23/04/2015,18:23:33,28.7,89,16382.98198,-35.79999924,99.90000153
23/04/2015,18:23:54,28.7,88,16449.11871,-35.70000076,99.90000153
23/04/2015,18:24:14,28.7,87,16511.0917,-34.90000153,99.90000153
23/04/2015,18:24:33,28.6,86,16572.43713,-35,99.90000153
23/04/2015,18:24:39,28.6,86,16591.9942,-35.5,99.90000153
23/04/2015,18:24:55,28.6,85,16644.84653,-34.90000153,99.90000153
23/04/2015,18:25:03,28.6,84,16667.09881,-35,99.90000153
23/04/2015,18:25:32,28.5,83,16762.53081,-35,99.90000153
23/04/2015,18:25:40,28.5,83,16787.71368,-35,99.90000153
23/04/2015,18:25:57,28.5,82,16841.55491,-34.90000153,99.90000153
23/04/2015,18:26:02,28.4,81,16860.02737,-34.70000076,99.90000153
23/04/2015,18:26:18,28.4,80,16927.35632,-34.70000076,99.90000153
23/04/2015,18:26:25,28.4,80,16948.01627,-34.70000076,99.90000153
23/04/2015,18:26:41,28.4,79,17023.46992,-34.70000076,99.90000153
23/04/2015,18:26:49,28.4,78,17062.19011,-34.90000153,99.90000153
23/04/2015,18:27:05,28.3,77,17129.68713,-35,99.90000153
23/04/2015,18:27:11,28.3,77,17154.34847,-35.20000076,99.90000153
23/04/2015,18:27:56,28.3,74,17325.58439,-35.09999847,99.90000153
23/04/2015,18:28:02,28.3,74,17347.57494,-34.70000076,99.90000153
23/04/2015,18:28:20,28.2,73,17412.61697,-34.20000076,99.90000153
23/04/2015,18:28:28,28.2,73,17440.49845,-34.09999847,99.90000153
23/04/2015,18:28:45,28.2,72,17492.40583,-33.70000076,99.90000153
23/04/2015,18:28:53,28.2,72,17519.22785,-33.90000153,99.69999695
23/04/2015,18:29:09,28.2,71,17568.22487,-33.40000153,99.90000153
23/04/2015,18:29:17,28.1,71,17589.64752,-33.59999847,99.90000153
23/04/2015,18:29:38,28.1,70,17661.58871,-33.59999847,99.90000153
23/04/2015,18:29:47,28.1,69,17693.50619,-33.5,99.90000153
23/04/2015,18:30:11,28.1,68,17777.70409,-33.70000076,99.90000153
23/04/2015,18:30:16,28.1,68,17792.46377,-33,99.90000153
23/04/2015,18:30:33,28,67,17857.82482,-32.90000153,99.90000153
23/04/2015,18:30:38,28,67,17873.52429,-32.70000076,99.90000153
23/04/2015,18:30:55,28,66,17932.942,-32.29999924,99.90000153
23/04/2015,18:31:19,28,65,18042.73475,-32.29999924,99.90000153
23/04/2015,18:31:35,27.9,64,18106.91542,-32.40000153,99.90000153
23/04/2015,18:31:41,27.9,63,18129.49839,-32.5,99.90000153
23/04/2015,18:31:57,27.9,62,18194.59421,-32.70000076,99.90000153
23/04/2015,18:32:02,27.9,62,18223.83653,-32,99.90000153
23/04/2015,18:32:29,27.9,61,18326.08894,-31.5,99.90000153
23/04/2015,18:32:40,27.9,60,18379.48855,-31.29999924,99.90000153
23/04/2015,18:32:56,27.8,60,18434.99976,-31.60000038,99.90000153
23/04/2015,18:33:02,27.8,59,18457.18212,-30.79999924,99.90000153
23/04/2015,18:33:18,27.8,59,18525.05143,-31.39999962,99.90000153
23/04/2015,18:33:26,27.8,58,18555.08921,-31.29999924,99.90000153
23/04/2015,18:33:43,27.8,57,18617.30546,-31.29999924,99.90000153
23/04/2015,18:33:49,27.8,57,18635.92631,-31.20000076,99.90000153
23/04/2015,18:34:05,27.7,56,18701.5555,-31.20000076,99.90000153
23/04/2015,18:34:11,27.7,56,18715.28287,-31.20000076,99.90000153
23/04/2015,18:34:49,27.7,55,18849.037,-31.29999924,99.90000153
23/04/2015,18:34:54,27.7,54,18875.44379,-31.5,99.90000153
23/04/2015,18:35:11,27.7,54,18934.8434,-31.5,99.90000153
23/04/2015,18:35:19,27.7,53,18969.69338,-31.29999924,99.90000153
23/04/2015,18:35:35,27.7,53,19024.61435,-30.79999924,99.90000153
23/04/2015,18:35:43,27.6,52,19061.81545,-31,99.90000153
23/04/2015,18:35:59,27.6,52,19123.11373,-30.89999962,99.90000153
23/04/2015,18:36:05,27.6,51,19140.61282,-30.79999924,99.90000153
23/04/2015,18:36:21,27.6,51,19202.73647,-30.39999962,99.90000153
23/04/2015,18:36:32,27.6,50,19239.20112,-30.20000076,99.90000153
23/04/2015,18:36:56,27.6,50,19322.31878,-30.5,99.90000153
23/04/2015,18:37:02,27.6,49,19338.51184,-30.5,99.90000153
23/04/2015,18:37:21,27.5,49,19392.1718,-30,99.90000153
23/04/2015,18:37:31,27.5,48,19431.77237,-29.79999924,99.90000153
23/04/2015,18:37:48,27.5,48,19494.12877,-29.60000038,99.90000153
23/04/2015,18:38:09,27.5,47,19569.05287,-29.60000038,99.90000153
23/04/2015,18:38:25,27.5,46,19626.88775,-29.60000038,99.90000153
23/04/2015,18:38:31,27.5,46,19641.93923,-29.5,99.90000153
23/04/2015,18:38:48,27.5,46,19697.46465,-29.5,99.90000153
23/04/2015,18:38:56,27.5,45,19727.97714,-29.60000038,99.90000153
23/04/2015,18:39:20,27.4,45,19804.97078,-29.79999924,99.90000153
23/04/2015,18:39:26,27.4,44,19824.64009,-29.20000076,99.90000153
23/04/2015,18:39:42,27.4,44,19881.95936,-29.10000038,99.90000153
23/04/2015,18:39:48,27.4,44,19903.99656,-29,99.90000153
23/04/2015,18:40:04,27.4,43,19946.20772,-29.39999962,99.90000153
23/04/2015,18:40:10,27.4,43,19969.55704,-28.89999962,99.90000153
23/04/2015,18:40:26,27.4,43,20027.27618,-28.89999962,99.90000153
23/04/2015,18:40:34,27.4,42,20055.27621,-28.89999962,99.90000153
23/04/2015,18:40:50,27.4,42,20099.71127,-29,99.90000153
23/04/2015,18:40:56,27.4,42,20120.42125,-28.20000076,99.90000153
23/04/2015,18:41:34,27.4,40,20252.99473,-28.20000076,99.90000153
23/04/2015,18:41:42,27.3,40,20287.75305,-28.10000038,99.90000153
23/04/2015,18:42:01,27.4,40,20357.9181,-28.10000038,99.90000153
23/04/2015,18:42:14,27.3,39,20402.50596,-28.20000076,99.90000153
23/04/2015,18:42:30,27.3,39,20464.83266,-28,99.90000153
23/04/2015,18:42:36,27.3,38,20481.10505,-28.10000038,99.90000153
23/04/2015,18:42:52,27.3,38,20546.67152,-28,99.90000153
23/04/2015,18:42:57,27.3,38,20557.28104,-27.79999924,99.90000153
23/04/2015,18:43:14,27.3,37,20609.44197,-27.10000038,99.90000153
23/04/2015,18:43:22,27.3,37,20642.89114,-27.29999924,99.90000153
23/04/2015,18:43:46,27.3,36,20726.18826,-27.10000038,99.90000153
23/04/2015,18:43:52,27.3,36,20739.58375,-27.20000076,99.90000153
23/04/2015,18:44:08,27.3,36,20797.18665,-26.60000038,99.90000153
23/04/2015,18:44:14,27.3,36,20826.83384,-26.10000038,99.90000153
23/04/2015,18:44:32,27.3,35,20889.11488,-25.89999962,99.90000153
23/04/2015,18:44:52,27.3,35,20953.37532,-26,99.90000153
23/04/2015,18:45:10,27.3,34,21018.39627,-26.29999924,99.90000153
23/04/2015,18:45:21,27.3,34,21038.95495,-26.10000038,99.90000153
23/04/2015,18:45:37,27.3,33,21110.22061,-26.10000038,99.90000153
23/04/2015,18:45:43,27.3,33,21120.66442,-26.10000038,99.90000153
23/04/2015,18:46:11,27.3,33,21222.22333,-25.89999962,99.90000153
23/04/2015,18:46:16,27.3,32,21246.24046,-25.70000076,99.90000153
23/04/2015,18:46:38,27.3,32,21317.58177,-25.29999924,99.90000153
23/04/2015,18:46:46,27.3,32,21342.02641,-25.29999924,99.90000153
23/04/2015,18:47:02,27.3,31,21392.62389,-25.10000038,99.90000153
23/04/2015,18:47:08,27.3,31,21413.27238,-25.5,99.90000153
23/04/2015,18:47:24,27.3,31,21477.09288,-25.29999924,99.90000153
23/04/2015,18:47:29,27.2,31,21482.67847,-25,99.90000153
23/04/2015,18:47:46,27.3,30,21541.68087,-24.79999924,99.90000153
23/04/2015,18:47:54,27.3,30,21571.42751,-25,99.90000153
23/04/2015,18:48:32,27.3,29,21702.27919,-24.79999924,99.90000153
23/04/2015,18:48:37,27.3,29,21711.02076,-24.60000038,99.90000153
23/04/2015,18:48:54,27.3,29,21772.61792,-24.39999962,99.90000153
23/04/2015,18:48:59,27.3,29,21778.52178,-24.39999962,99.90000153
23/04/2015,18:49:16,27.3,28,21837.92525,-24.29999924,99.90000153
23/04/2015,18:49:21,27.3,28,21866.37736,-23.89999962,99.90000153
23/04/2015,18:49:38,27.3,28,21916.16168,-17.79999924,99.90000153
23/04/2015,18:49:46,27.3,27,21940.46989,-24,99.90000153
23/04/2015,18:50:02,27.3,27,21995.57762,-23.89999962,99.90000153
23/04/2015,18:50:08,27.3,27,22023.34987,-24.10000038,99.90000153
23/04/2015,18:50:32,27.3,26,22110.70633,-24.10000038,99.90000153
23/04/2015,18:50:39,27.3,26,22118.57746,-23.89999962,99.90000153
23/04/2015,18:50:55,27.3,26,22167.64533,-23.89999962,99.90000153
23/04/2015,18:51:09,27.3,26,22207.55562,-24,99.90000153
23/04/2015,18:51:25,27.3,25,22257.47374,-23.89999962,99.90000153
23/04/2015,18:51:44,27.3,25,22327.52025,-23.29999924,99.90000153
23/04/2015,18:52:03,27.3,25,22388.56164,-23.20000076,99.90000153
23/04/2015,18:52:11,27.3,25,22396.86613,-23.39999962,99.90000153
23/04/2015,18:52:27,27.4,24,22472.21541,-23.10000038,99.90000153
23/04/2015,18:52:33,27.4,24,22489.11072,-23.10000038,99.90000153
23/04/2015,18:53:05,27.4,24,22589.94258,-23.10000038,99.90000153
23/04/2015,18:53:10,27.4,23,22605.49991,-22.10000038,99.90000153
23/04/2015,18:53:37,27.4,23,22696.32799,-22.29999924,99.90000153
23/04/2015,18:53:42,27.4,23,22710.44651,-22.60000038,99.90000153
23/04/2015,18:53:59,27.4,22,22770.89208,-22.29999924,99.90000153
23/04/2015,18:54:07,27.4,22,22781.63414,-22.10000038,99.90000153
23/04/2015,18:54:23,27.4,22,22850.20199,-22.29999924,99.90000153
23/04/2015,18:54:29,27.4,22,22872.04977,-22.20000076,99.90000153
23/04/2015,18:54:48,27.4,22,22938.16723,-22.10000038,99.90000153
23/04/2015,18:54:53,27.4,21,22958.54432,-22.39999962,99.90000153
23/04/2015,18:55:36,27.5,21,23090.19383,-22.29999924,99.90000153
23/04/2015,18:55:42,27.5,21,23118.86114,-21.60000038,99.90000153
23/04/2015,18:55:58,27.5,20,23161.20705,-21.70000076,99.90000153
23/04/2015,18:56:03,27.5,20,23176.69533,-21.89999962,99.90000153
23/04/2015,18:56:20,27.5,20,23229.32761,-22.10000038,99.90000153
23/04/2015,18:56:28,27.5,20,23258.81086,-22.20000076,99.90000153
23/04/2015,18:56:44,27.5,20,23304.36228,-21.89999962,99.90000153
23/04/2015,18:56:50,27.5,19,23344.3164,-21.79999924,99.90000153
23/04/2015,18:57:07,27.6,19,23388.64304,-21.60000038,99.90000153
23/04/2015,18:57:20,27.6,19,23431.33051,-21.79999924,99.90000153
23/04/2015,18:57:44,27.6,19,23488.83059,-21.60000038,99.90000153
23/04/2015,18:57:50,27.6,19,23519.91402,-21.20000076,99.90000153
23/04/2015,18:58:06,27.6,18,23584.78633,-20.5,99.90000153
23/04/2015,18:58:17,27.6,18,23616.48859,-20.39999962,99.90000153
23/04/2015,18:58:38,27.7,18,23669.78899,-20.39999962,99.90000153
23/04/2015,18:58:57,27.7,18,23723.68098,-20.60000038,99.90000153
23/04/2015,18:59:13,27.7,17,23786.95647,-20.70000076,99.90000153
23/04/2015,18:59:19,27.7,17,23813.38381,-21,99.90000153
23/04/2015,18:59:36,27.7,17,23862.21348,-21.10000038,99.90000153
23/04/2015,18:59:41,27.7,17,23884.57363,-20.79999924,99.90000153
23/04/2015,19:00:06,27.8,17,23940.93376,-20,99.90000153
23/04/2015,19:00:16,27.8,16,23988.79391,-19.89999962,99.90000153
23/04/2015,19:00:32,27.8,16,24030.2017,-20,99.90000153
23/04/2015,19:00:38,27.8,16,24067.31275,-20.20000076,99.90000153
23/04/2015,19:00:54,27.8,16,24081.30427,-19.79999924,99.90000153
23/04/2015,19:01:00,27.8,16,24102.36898,-19.79999924,99.90000153
23/04/2015,19:01:19,27.9,16,24144.7806,-20,99.90000153
23/04/2015,19:01:24,27.9,16,24159.00244,-19.79999924,99.90000153
23/04/2015,19:01:41,27.9,15,24218.72406,-19.60000038,99.90000153
23/04/2015,19:01:51,27.9,15,24228.34987,-19.70000076,99.90000153
23/04/2015,19:02:29,28,15,24375.14693,-19.29999924,99.90000153
23/04/2015,19:02:35,28,15,24370.17914,-18.60000038,99.90000153
23/04/2015,19:02:54,28,14,24440.21227,-18.70000076,99.90000153
23/04/2015,19:03:00,28,15,24437.69296,-18.39999962,99.90000153
23/04/2015,19:03:16,28,14,24501.08712,-18.10000038,99.90000153
23/04/2015,19:03:22,28,14,24521.5566,-17.89999962,99.90000153
23/04/2015,19:03:38,28.1,14,24578.31653,-18.20000076,99.90000153
23/04/2015,19:03:46,28.1,14,24580.91307,-17.60000038,99.90000153
23/04/2015,19:04:05,28.1,14,24625.27819,-17.70000076,99.90000153
23/04/2015,19:04:13,28.2,14,24641.03845,-17.60000038,99.90000153
23/04/2015,19:04:37,28.2,13,24723.3337,-17.5,99.90000153
23/04/2015,19:04:43,28.2,13,24717.97981,-17,99.90000153
23/04/2015,19:04:59,28.2,13,24758.28648,-17.10000038,99.90000153
23/04/2015,19:05:07,28.2,13,24798.94947,-17.10000038,99.90000153
23/04/2015,19:05:23,28.3,13,24828.99957,-17,99.90000153
23/04/2015,19:05:45,28.3,13,24889.6977,-16.89999962,99.90000153
23/04/2015,19:06:07,28.4,13,24959.66622,-16.79999924,99.90000153
23/04/2015,19:06:13,28.4,13,24993.63671,-16.39999962,99.90000153
23/04/2015,19:06:29,28.4,12,25030.72693,-16.20000076,99.90000153
23/04/2015,19:06:40,28.4,13,24945.58635,-16.20000076,99.90000153
23/04/2015,19:07:04,28.5,14,24450.30312,-15.5,99.90000153
23/04/2015,19:07:15,28.5,16,24211.51754,-15.69999981,99.90000153
23/04/2015,19:07:31,28.5,17,23911.54389,-16.20000076,99.90000153
23/04/2015,19:07:36,28.5,17,23775.98764,-16.70000076,99.90000153
23/04/2015,19:07:53,28.6,19,23447.69045,-16.70000076,99.90000153
23/04/2015,19:07:58,28.6,19,23344.3164,-18.20000076,99.90000153
23/04/2015,19:08:15,28.7,21,22990.19973,-19.10000038,99.90000153
23/04/2015,19:08:21,28.6,22,22881.18102,-22.10000038,99.90000153
23/04/2015,19:08:37,28.7,24,22569.27288,-23.39999962,99.90000153
23/04/2015,19:08:43,28.7,24,22450.33426,-25.70000076,99.90000153
23/04/2015,19:09:20,28.8,29,21725.62207,-30.60000038,99.90000153
23/04/2015,19:09:29,28.8,30,21577.11234,-30.60000038,99.90000153
23/04/2015,19:09:46,28.8,32,21267.67865,-32,99.90000153
23/04/2015,19:09:51,28.9,33,21162.64087,-33.59999847,99.90000153
23/04/2015,19:10:07,28.9,35,20861.62455,-33.70000076,99.90000153
23/04/2015,19:10:13,28.9,36,20766.47223,-34.70000076,99.90000153
23/04/2015,19:10:29,28.9,39,20470.63881,-35.5,99.90000153
23/04/2015,19:10:35,28.9,39,20375.02551,-37.59999847,99.90000153
23/04/2015,19:10:54,29,42,20048.80246,-37.40000153,99.90000153
23/04/2015,19:10:59,29,43,19964.24201,-37.79999924,99.90000153
23/04/2015,19:11:23,29,47,19560.12982,-39.5,99.90000153
23/04/2015,19:11:34,29,49,19378.71072,-39.5,99.90000153
23/04/2015,19:11:50,29.1,52,19111.17038,-39.90000153,99.90000153
23/04/2015,19:11:56,29.1,53,19035.4784,-40,99.90000153
23/04/2015,19:12:14,29.1,56,18729.04161,-40,99.90000153
23/04/2015,19:12:36,29.1,60,18389.24797,-40,99.90000153
23/04/2015,19:12:52,29.1,63,18155.29742,-40,99.90000153
23/04/2015,19:12:58,29.1,64,18056.59689,-40,99.90000153
23/04/2015,19:13:15,29.2,67,17819.86162,-40,99.90000153
23/04/2015,19:13:23,29.2,69,17705.153,-40,99.90000153
23/04/2015,19:13:47,29.2,74,17344.13389,-40,99.90000153
23/04/2015,19:13:55,29.2,76,17224.18149,-40,99.90000153
23/04/2015,19:14:16,29.2,80,16926.06727,-40,99.90000153
23/04/2015,19:14:22,29.2,82,16843.46341,-40,99.90000153
23/04/2015,19:14:38,29.2,85,16624.51523,-40,99.90000153
23/04/2015,19:14:46,29.2,87,16508.0697,-40,99.90000153
23/04/2015,19:15:03,29.2,91,16285.30057,-40,99.90000153
23/04/2015,19:15:11,29.2,93,16179.84179,-40,99.90000153
23/04/2015,19:15:27,29.2,97,15962.69503,-40,99.90000153
23/04/2015,19:15:35,29.2,99,15852.88874,-40,99.90000153
23/04/2015,19:16:16,29.1,108,15336.3345,-40,99.90000153
23/04/2015,19:16:21,29.2,110,15263.21536,-40,99.90000153
23/04/2015,19:16:38,29.1,114,15065.95454,-40,99.90000153
23/04/2015,19:16:43,29.1,115,14996.61393,-40,99.90000153
23/04/2015,19:17:05,29.1,121,14740.40542,-40,99.90000153
23/04/2015,19:17:10,29.1,122,14672.39251,-40,99.90000153
23/04/2015,19:17:29,29.1,127,14448.56766,-40,99.90000153
23/04/2015,19:17:35,29.1,128,14390.39293,-40,99.90000153
23/04/2015,19:17:52,29,133,14195.85754,-40,99.90000153
23/04/2015,19:17:57,29,134,14131.61517,-40,99.90000153
23/04/2015,19:18:21,29,141,13848.67459,-40,99.90000153
23/04/2015,19:18:27,29,143,13782.59853,-40,99.90000153
23/04/2015,19:18:43,28.9,147,13591.09983,-40,99.90000153
23/04/2015,19:18:51,28.9,150,13496.83266,-40,99.90000153
23/04/2015,19:19:11,28.9,156,13262.22902,-40,99.90000153
23/04/2015,19:19:30,28.8,162,13037.86066,-40,99.90000153
